1,1,3,4.0,964981246
2,1,6,4.0,964982223
3,1,47,5.0,964983814
4,1,50,5.0,964982930
5,1,70,3.0,964982399
6,1,101,5.0,964980867
7,1,110,4.0,964982175
8,1,151,5.0,964984040
9,1,157,5.0,964984099
10,1,163,5.0,964983649
11,1,216,5.0,964981207
12,1,223,3.0,964980984
13,1,231,5.0,964981178
14,1,235,4.0,964980907
15,1,260,5.0,964981679
16,1,296,3.0,964982966
17,1,316,3.0,964982309
18,1,333,5.0,964981178
19,1,349,4.0,964982562
20,1,356,4.0,964980961
21,1,362,5.0,964982587
22,1,367,4.0,964981709
23,1,423,3.0,964982362
24,1,441,4.0,964980867
25,1,457,5.0,964981908
26,1,480,4.0,964982345
27,1,500,3.0,964981207
28,1,527,5.0,964984001
29,1,543,4.0,964981178
30,1,552,4.0,964982652
31,1,553,5.0,964984152
32,1,590,4.0,964982545
33,1,592,4.0,964982270
34,1,593,4.0,964983792
35,1,596,5.0,964982837
36,1,608,5.0,964982930
37,1,648,3.0,964982562
38,1,661,5.0,964982837
39,1,673,3.0,964981774
40,1,733,4.0,964982399
41,1,736,3.0,964982652
42,1,780,3.0,964984085
43,1,804,4.0,964980498
44,1,919,5.0,964982474
45,1,923,5.0,964981528
46,1,940,5.0,964982175
47,1,943,4.0,964983613
48,1,954,5.0,964983218
49,1,1009,3.0,964981774
50,1,1023,5.0,964982680
51,1,1024,5.0,964982875
52,1,1025,5.0,964982790
53,1,1029,5.0,964982854
54,1,1030,3.0,964982902
55,1,1031,5.0,964982652
56,1,1032,5.0,964982790
57,1,1042,4.0,964981178
58,1,1049,5.0,964982399
59,1,1060,4.0,964980923
60,1,1073,5.0,964981679
61,1,1080,5.0,964981326
62,1,1089,5.0,964982950
63,1,1090,4.0,964984017
64,1,1092,5.0,964983483
65,1,1097,5.0,964981679
66,1,1127,4.0,964982512
67,1,1136,5.0,964981326
68,1,1196,5.0,964981826
69,1,1197,5.0,964981871
70,1,1198,5.0,964981826
71,1,1206,5.0,964983736
72,1,1208,4.0,964983249
73,1,1210,5.0,964980498
74,1,1213,5.0,964982950
75,1,1214,4.0,964981854
76,1,1219,2.0,964983392
77,1,1220,5.0,964981908
78,1,1222,5.0,964981908
79,1,1224,5.0,964984017
80,1,1226,5.0,964983617
81,1,1240,5.0,964983722
82,1,1256,5.0,964981441
83,1,1258,3.0,964983413
84,1,1265,4.0,964983598
85,1,1270,5.0,964983704
86,1,1275,5.0,964982289
87,1,1278,5.0,964983413
88,1,1282,5.0,964982702
89,1,1291,5.0,964981908
90,1,1298,5.0,964984085
91,1,1348,4.0,964983392
92,1,1377,3.0,964982652
93,1,1396,3.0,964983016
94,1,1408,3.0,964982309
95,1,1445,3.0,964984111
96,1,1473,4.0,964980874
97,1,1500,4.0,964980984
98,1,1517,5.0,964981106
99,1,1552,4.0,964982619
100,1,1573,5.0,964982289
101,1,1580,3.0,964981124
102,1,1587,5.0,964982345
103,1,1617,5.0,964982950
104,1,1620,4.0,964983055
105,1,1625,5.0,964983503
106,1,1644,3.0,964983535
107,1,1676,3.0,964982619
108,1,1732,5.0,964981124
109,1,1777,4.0,964981229
110,1,1793,4.0,964981403
111,1,1804,5.0,964983033
112,1,1805,4.0,964983055
113,1,1920,4.0,964981779
114,1,1927,5.0,964981496
115,1,1954,5.0,964982175
116,1,1967,4.0,964981709
117,1,2000,4.0,964982210
118,1,2005,5.0,964981709
119,1,2012,4.0,964984175
120,1,2018,5.0,964980522
121,1,2028,4.0,964981887
122,1,2033,5.0,964982902
123,1,2046,4.0,964982562
124,1,2048,5.0,964982790
125,1,2054,4.0,964981746
126,1,2058,5.0,964982399
127,1,2078,5.0,964982837
128,1,2090,5.0,964982837
129,1,2093,3.0,964981709
130,1,2094,5.0,964982652
131,1,2096,4.0,964982837
132,1,2099,4.0,964982587
133,1,2105,4.0,964981724
134,1,2115,5.0,964982528
135,1,2116,5.0,964982875
136,1,2137,5.0,964982790
137,1,2139,5.0,964982790
138,1,2141,5.0,964982837
139,1,2143,4.0,964981724
140,1,2161,5.0,964981709
141,1,2174,4.0,964981679
142,1,2193,4.0,964981709
143,1,2253,2.0,964981774
144,1,2268,4.0,964982988
145,1,2273,4.0,964982309
146,1,2291,5.0,964983663
147,1,2329,5.0,964983262
148,1,2338,2.0,964983545
149,1,2353,5.0,964983860
150,1,2366,4.0,964982461
151,1,2387,5.0,964983122
152,1,2389,2.0,964983093
153,1,2395,5.0,964981092
154,1,2406,4.0,964982309
155,1,2414,3.0,964982512
156,1,2427,5.0,964982241
157,1,2450,4.0,964982619
158,1,2459,5.0,964983413
159,1,2470,5.0,964982587
160,1,2478,4.0,964984168
161,1,2492,4.0,965719661
162,1,2502,5.0,964981277
163,1,2528,3.0,964982327
164,1,2529,5.0,964982241
165,1,2542,5.0,964981264
166,1,2571,5.0,964981887
167,1,2580,5.0,964982999
168,1,2596,5.0,964981143
169,1,2616,4.0,964983079
170,1,2617,2.0,964982587
171,1,2628,4.0,964980522
172,1,2640,4.0,964982376
173,1,2641,5.0,964982619
174,1,2644,4.0,964983392
175,1,2648,4.0,964983413
176,1,2654,5.0,964983392
177,1,2657,3.0,964983425
178,1,2692,5.0,964981854
179,1,2700,5.0,964980984
180,1,2716,5.0,964983413
181,1,2761,5.0,964982702
182,1,2797,4.0,964981709
183,1,2826,4.0,964980522
184,1,2858,5.0,964980867
185,1,2872,5.0,964981679
186,1,2899,5.0,964982702
187,1,2916,4.0,964982289
188,1,2944,5.0,964981871
189,1,2947,5.0,964982175
190,1,2948,5.0,964982190
191,1,2949,5.0,964981887
192,1,2959,5.0,964983281
193,1,2985,4.0,964983033
194,1,2987,5.0,964982494
195,1,2991,5.0,964982270
196,1,2993,5.0,964982241
197,1,2997,4.0,964980895
198,1,3033,5.0,964983761
199,1,3034,5.0,964982790
200,1,3052,5.0,964981207
201,1,3053,5.0,964984085
202,1,3062,4.0,964981871
203,1,3147,5.0,964983872
204,1,3168,4.0,964982494
205,1,3176,1.0,964983503
206,1,3243,3.0,964981092
207,1,3247,3.0,964983107
208,1,3253,5.0,964981106
209,1,3273,5.0,964983535
210,1,3386,5.0,964983483
211,1,3439,4.0,964981798
212,1,3440,4.0,964981798
213,1,3441,5.0,964982327
214,1,3448,5.0,964984053
215,1,3450,5.0,964981143
216,1,3479,4.0,964981724
217,1,3489,4.0,964981774
218,1,3527,4.0,964982270
219,1,3578,5.0,964980667
220,1,3617,4.0,964980682
221,1,3639,4.0,964982270
222,1,3671,5.0,964981588
223,1,3702,5.0,964983736
224,1,3703,5.0,964981908
225,1,3729,5.0,964982362
226,1,3740,4.0,964982416
227,1,3744,4.0,964980693
228,1,3793,5.0,964981854
229,1,3809,4.0,964981219
230,1,4006,4.0,964982902
231,1,5060,5.0,964984001
232,2,318,3.0,1445714834
233,2,333,4.0,1445715028
234,2,1704,4.5,1445715227
235,2,3578,4.0,1445714884
236,2,6874,4.0,1445714951
237,2,8798,3.5,1445714959
238,2,46970,4.0,1445715012
239,2,48516,4.0,1445715063
240,2,58559,4.5,1445715140
241,2,60756,5.0,1445714979
